text,negative_yn_self,distortion_yn,magnitude,distortion_category,negative_yn.y,thoughtcat,userid,Positive,Negative
Trying to figure out how to keep toddler and cruiser occupied while do the parent stuff at the health clinic- shots today! uuuuggghhh.........,2,2,,,yes,1,0e8f270a9b126c3839044391deb1d4e2,3,-2
twisting knee hurts it ya know... <- was posted on wall by me in group. Did it yesterday. Thought the groups wall was mine XD,2,2,,,yes,1,29cda473b52e1c75fbfe958ed3aec565,2,-4
Two Great Annoucements: See DubTheorist live this friday @ Lomax Lodge for an evening of some Dub-Hybrid and on June st @ Will's Pub for FANGS OUT! Event Invites Coming Soon. www.soundcloud.com//dubtheorist-,2,2,,,no,NA,088bf0ed841bcc366475b3975eb1b9d2,2,-3
Two things just hit me. One: have just finished my first year of college!! What!?? Two: have to study for two finals and do chemistry homework.,2,2,,,yes,1,d54fc1c6f03862c4b310f0a1e5105cef,2,-1
"Two tropical lows have been located, one near Birdsville QLD and the other km from Lockhart River QLD.. Looks like they're in for hell of year..",1,2,1,,yes,1,cea00424ced413c108d878b1a14f3316,2,-1
type your name: Claire Walter type your name with your elbow: laifrde waztgltgedrf type your name with your nose: claire walter type your name with your eyes closed: clasire waliwe put this as your status and don't erase your mistakes Pointy Irish nose ^-^,2,2,,,yes,1,216924ec52555944d3d64c52390b359f,2,-2
Ughhhhhhhhhhhh...Haven't been on for couple days. Nothing do. Meh writing in journal now. Only problem is how hide it from ppl. I'm probably going do something today...Idk what. am very boring now. Hmmm question that my best friend couldn't answer..can u? Q:Which is more important me staying or me being happy? Cus idk If i should move vegas with my dad or not..,2,2,,,no,NA,dc20f5b91f427d65c9fdbab6d45c8bc2,1,-2
"Unfortunately most women won't re-post this. I'm strong willed, independent, a bit outspoken, and I tell it like like it is. I make mistakes, I am sometimes out of control and at times hard to handle, but I love and give with all my heart. If you can't handle me at my worst, then you sure don't deserve me at my best. If you are a HANDFUL, re-post!",1,2,3,,yes,1,8c393982479748c5a53acaa7a3717c71,2,-4
"Unless can get hold of Flight Medical tomorrow, there's no way I'll be outta here this week! Why isn't anything ever as it should be?",1,2,2,,yes,1,19086fa4d04d7203f0b7702f0a76de45,3,-3
"Up and ready (I think) for first day of classes this semester. When get home, I'm going back to bed. For now, coffee. Lots of coffee.",2,2,,,yes,1,7fc29084716097cb81f5be35b7290392,2,-1
Want to know why the grass is greener on the other side? It's because they actually water it over there.,2,2,,,no,NA,cea00424ced413c108d878b1a14f3316,1,-1
Wants to go decide on paint colors! Global went well... think... And health was one of the easiest things have ever done... guess it's just earth science to worry about.,2,2,,,yes,1,8ff6192bbbb717c36097b33e244d91de,1,-1
"was expecting rain and instead sees more sunshine. Door open, birds singing - gotta love this time of year.",2,2,,,no,NA,0b12516100c16f779b152858619786ff,2,-4
"washing machine has done two washes without having to manually select the spin cycle and stop it washing, is my new phoenix obsession transferring to the white good",2,2,,,no,NA,0e3fdb89c7706b13891170ab2a9017c7,3,-1
watched documentary about Taekwondo schools in South Korea and is literally impressed by the physical skills and power required by that sport,2,2,,,no,NA,2549774d68d7ccbcba069afb45c7e237,3,-3
"Watching Dexter: Season .... Again. love this particular season of Dexter, because love the interactions between Dexter and Doakes. Season is better, though.",2,2,,,yes,1,5b1eb32579450829ec8faab4d3472ffb,2,-1
"Watermelon... Wait, no... Nectarine.... Hang on... Kiwifruit... Rockmelon? Kumquat? Persimmon? Mandarin??? Mango??? Are you all breast cancer aware now???",2,2,,,no,NA,8203a6773a849317241320a1f58ff9c7,3,-1
"We got new puppy /Baxter/""! He is so cute. He looks like he could be Wendy's baby but he is her half baby brother!""",2,2,,,no,NA,d5380466e18422d7b2c2d54d57cbbde2,1,-4
"We had sparring tonight in TSD. We did some point matches too, got win, lose and tied with Kayla. We were evenly matched overall, but see got in the final point. This night was EPIC... ;)",2,2,,,yes,1,1eda9e4cbb9ff9c9d6b0f7c55d750eb7,3,-1
WE JUST GOT BACK FROM ST.LOUIS WATCHING CARDINALS GAME WE WON!! - WE ALSO WENT TO SIX FLAGS YESTERDAY MY BODY WONT STOP GOING BACK AND FORTH BECAUSE OF THE WAVE POOL!!! NOTICE AM TALKING IN CAPITALS!!!!!,2,2,,,yes,1,7f1e19cf6c828b2b6a6953fa127a0351,2,-2
"We may only have tonight, but till the morning sun you're mine, all mine. Play the music low and sway to the rhythm of love. When the moon is low we can dance in slow motion and all your tears will subside. All your tears will dry.",2,2,,,yes,1,5518b214e29906bc715f9f035054390c,2,-1
We turn up the AC unit and all the fans and the power starts flickering. God forbid we try to be comfortable!! :*(,1,2,2,,mixed,2,2fba0f9dccc84f3516d8b553426af527,3,-4
We wanted to celebrate today so we ordered Calzones and Pizza from Star Pizza. YUM!! It was the best pizza ever!,2,2,,,no,NA,29cda473b52e1c75fbfe958ed3aec565,3,-2
We wanted to celebrate today so we ordered Calzones and Pizza from Star Pizza. YUM!! It was the best pizza ever!,2,2,,,no,NA,b2a89377dd5345b6690ba62f4ecca84e,3,-1
"Weeded half of the side of my house, only to get heat stroke! Unbelievable out there!! Finger fed my post surgical (dental) cat, Willoughbie baby food as he wouldn't eat his normal food yet. Had bad experience with bad tooth! Awwww!! It's good",2,2,,,no,NA,b2a89377dd5345b6690ba62f4ecca84e,3,-1
"weird day today, got to finally see Wazir Neil Sookram... why is it only see him whenever wear Ricky's hat? what the heck...",2,2,,,yes,1,9f67231b558a8e1bf07dfcc5a1aa469c,3,-3
Well it is off to Arizona. The hardest part of leaving is saying goodbye to everything and everyone that's become part of my life. To all my friends....I love you and couldn't have survived without you! <,1,2,1,,yes,1,55a72284594fdda49b22a6610b9b91d6,1,-2
"Well since age twelve, I've felt like I'm someone else Cause hung my original self from the top bunk with belt",2,2,,,yes,1,82e932005d8c94bb93bcb54fa19f421c,4,-1
"Well, am very proud to say that my English paper is finally complete.Just about one week left till summer now. HUZZaH! @_@ am so ready..",1,2,2,,yes,1,8203a6773a849317241320a1f58ff9c7,2,-1
"Well, look at you, Finn. /I'm tired of carrying the male vocals by myself./""? GTFO and take step back - if you think you treat women badly",2,2,,,yes,1,6bbc96794b1de1d531ad1168dd4da8a8,4,-1
whahahahahaa this makes me feel so smart! FINALLY moved my music. WHUAHAHAHA good thing kate got me to do it.,2,2,,,yes,1,ca4591994c00795feecfdf8c5d96d6c9,2,-2
What can take dying man and raise him up to life again? What can heal wounded soul? What can make us white as snow? What can fill the emptiness? What can mend our brokenness? What restores our faith in God? What reveals the Father's love? What can lead the wayward home? What can melt heart of stone? What can free the guilty ones? What can save and overcome? Mighty is the power of the cross.,2,2,,,no,NA,5f86969fe97dd82aba8a683fe7ce6460,3,-1
"What do think? think if man kills another, he deserves to die. think that killing someone out of hate makes you monster, and you should be treated as such. What am writing my essay about? Why capital punishment is wrong.",2,2,,,yes,1,cea00424ced413c108d878b1a14f3316,3,-4
What does the C.O.L.T.S. stand for?....Count On Losing The Superbowl...if your true saints fan pass it on! GO SAINTS!!!,1,2,2,,yes,1,3e6f69fc89da71e8237c717ac218677b,1,-4
What is Heart Break? It is laying on the Bathroom floor Trying Your Best to Breath While simultaneously wondering why it went wrong how You are going to get up and pretend like everything is alright and What you are going to do with that hole in your heart Yeah think that's all !,2,2,,,yes,1,aed86a3085a364f5484679649f064467,3,-1
"What is the most resilient parasite? Bacteria? Virus? An intestinal worm? An idea. Once an idea has taken hold in the brain, it is nearly impossible to eradicate.",1,2,5,,yes,1,db7f1b0130b2138e13b7bbca9cc63823,3,-2
"What the fu....? Apparently, plagiarized my Isearch from fanfiction.net... That does NOT make any sense... hate how turnitin.com accuses you of plagiarism from sources you have never seen before... o__________e",2,2,,,no,NA,ca4591994c00795feecfdf8c5d96d6c9,1,-3
What's more annoying is when you see people on the library computer AND ON THEIR OWN LAPTOP AT THE SAME TIME. The library needs print express area.,1,2,4,,yes,1,2a9b90b41e9399bb331fef2582f657c3,2,-4
What's the best way to describe the difference between humidity and dry heat? I've always thought of humidity like you stepping out of hot shower while dry heat would be like hot oven you just opened up. Is there better way to describe this?,1,2,2,,yes,1,b121d90e407cd597da17491f36e7b2c5,1,-3
"When God decides to remind you that He is out there and He cares, He doesn't mess around or leave any room for doubt in your mind.",2,2,,,no,NA,f49956142aab2ad74decfd49a103c2f1,2,-1
when i tried to put hot sauce on my eggs it slipped and accidently put hot sauce on my fruit.......still ate it.,2,2,,,no,NA,3ac58ad39d81acfe169aadc4815effe6,2,-2
"When it comes to women, either the man has to instantly drag the girl away with steely look-before-you-leap resolve, or the girl has to have feelings for the guy first (involving his complete ignorance of her existence, otherwise he'll bathe her in useless attention) and makes them known after period of time. Both situations inevitably end poorly.",1,2,1,,no,NA,c9fe42c8399927c29f1ad2f5ed1c6551,1,-2
"when life gives you lemons, make lemon sorbet, lemon mint compote, blueberry lemon smoothies, morrocan preserved lemons, lemon pepper chicken. Just dont crap out and make lemonaid, shits weak.",1,2,2,,yes,1,3cc0db55763257a91f1947ed77d8aac5,2,-4
"When my son Johnny was about years old, my Uncle gave him signed Stan Musial baseball. One day, Johnny decides he wants to play catch with his Dad. John was throwing the ball for about minutes before he looked at it. Guess which ball it was that Johnny brought to play catch? Needless to say, could here John yelling and cursing from inside the house.",2,2,,,yes,1,427a853f117445bac1468800daeb5133,1,-3
"When people keep repeating that you'll never fall in love. When everybody keeps retreating but you can't seem to get enough. When everything feels all over, when everybody seems unkind; I'll give you four-leaf clover to take all the worry out of your mind. When tragedy befalls you, don't let them bring you down. Love can cure your problems, Your so lucky that I'm? around. Let my love open the door to your heart.",2,2,,,no,NA,74013e82812ab01a19624acd2eb5e7a6,1,-1
"When someone accuses me of not wearing underwear, should ignore them. Attempting to prove them wrong is indecent. Especially if can't.",1,1,2,all-or-nothing,yes,1,61e7f6145fd03d709cabbde3faf33412,3,-4
"When was kid didn't have computer, cell phone, Nintendo DS, XBox, or Wii . had Hot Wheels, bike, ball& bat, basketball. If didn't eat what my mom made, didn't eat. And dealt with it. didn't think of telling my parents /no/"" or dare to talk back and or got in BIG TROUBLE if did. Life wasn't hard",2,2,,,yes,1,cd35474fa3c10b9a5eb16c1e7d825fcc,1,-3
When you try your best but you don't succeed.When you get what you want but not what you need.When you feel so tired but can't sleep.Stuck in reverse.And the tears come streaming down your face.When you lose something you can't replace.When you love someone but it goes to waste.Could it be worse?.........Fix You ( !dP!@y),2,2,,,yes,1,57118d9a71e91b6568471ffbd7077415,1,-2
Who the hell pays for the same thing re-released three times? Apparentley millions of people... Call of Duty is scam...,1,1,4,negative filter,yes,1,7175a46eaf9d0a6e00c562bfaa614360,3,-4
Who wantes rhizomes from the nugget hops? They've been coming for about two weeks and they're halfway up the garage. Let me know and we'll make arrangements.,1,2,2,,yes,1,5532642937eb3497a43e15dbb23a9d2d,1,-2
"WHOA... just found my th grade report card, my scores from the Iowa Test, and all the awards got at th grade graduation. The most entertaining thing to look at is definitely my grades for Science because tell which quarter helped Matthew Sadler bug the crap out of Mr. Merges; got /Needs Improvement/"" in the /""Embodies Christian Behavior/"" category XD""",2,2,,,no,NA,0e3fdb89c7706b13891170ab2a9017c7,1,-1
"Whoaaaaaa slept for hours ._. Guess school is tiring after all O.o On the bright side have debate and humanities today =D and two more boring classes. Found out the cure to feeling sick and it is.....Water. found out where my phone is too, just have to get it back tomorrow. All in all think today will be better than yesterday.",2,2,,,yes,1,55a72284594fdda49b22a6610b9b91d6,2,-3
Why are physicists not very good at sex? Because every time they find the momentum they lose the position and every time they find the position they lose the momentum. can not make comment on the accuracy of the above.,2,2,,,yes,1,8c393982479748c5a53acaa7a3717c71,2,-2
