text,userid,negative_yn_self,distortion_yn,quote,magnitude,distortion.category,negative_yn.y,Positive,Negative
"/Matthew's gonna be our next black president./"" - Victor Samuel P??rez If was president: . Marijuana & prostitution was legalized. . Immigration laws would be destroyed. . George Bush would hate me forever.""",1789589a6d2bba0f09d768f8f3445be5,1,2,,2,,yes,1,-3
"I'm high off life. Fuck it I'm wasted, and don't wanna get sober. They say you only have fun when your young, well I don't wanna get older.",1789589a6d2bba0f09d768f8f3445be5,1,1,,2,judgment focus: you only have fun when you are young,yes,2,-3
mom just brought home boxes of papa john's pizza and like liter drinks! i better take an acid reducer pill tonight (acid refluxe issues). :D,174dd5a97fcf12217ff46f4e593e669a,2,2,,NA,,no,3,-1
"/So come on and shine with me Like the beautiful star you are And leave it behind with me Cause forever is not that far.../"" < < < < Diana Campero Vigueras < < < < """,1729ac1c5673a08e2d6b6326f5ad5537,2,2,,NA,,yes,3,-1
"HAVING BEER IN HONOR OF MY DAD,SORRY IT'S NOT BUDWIESER OLD MAN BUT IT WAS VIRTUALLY FREE,THANKS TO MY GIFT CARD.LOL",157b749adf2608d8da539c9191f9c360,2,2,,NA,,yes,2,-2
"MY LITTLE FRIEND HARE E.KRISHNA WAS TAKEN IN BY FAMILY FOR SAFE KEEPING,THEY PUT UP FOUND FLIER.I CALLED THEM AND THANKED THEM FOR DOING SO AND TO LET ME KNOW WHEN THE OWNER CLAIMS OUR FRIEND.",157b749adf2608d8da539c9191f9c360,2,2,,NA,,yes,2,-1
Grrr...I am really irritated. My son's school is telling me they are going to suspend him because he had physical contact with another student (that resulted in my son getting hurt) during basketball game...last Friday (suspension is tomorrow).,14f57af466dd9a6765721dda24d60214,1,2,,4,,yes,2,-4
"Facebook - One Site to rule them all, One Site to find them, One Site to bring them all and in the darkness bind them.",14f57af466dd9a6765721dda24d60214,2,2,,NA,,yes,1,-1
"Thanks for all of the birthday wishes! wasn't having great day at work, but got home to find Becky had baked my favorite cherry chip birthday cake and everyone sang to me-I was very happy~ :D",142635bd7f9ed8e4d8c292fa6ccd9aa4,2,2,,NA,,no,3,-1
"/Basically am one of those people who cannot bear to be anywhere and are happy only between places./"" - Thomas Bernhard",0e3fdb89c7706b13891170ab2a9017c7,1,1,y,2,discounting positive,no,2,-1
"Dear men: If it's unisex bathroom, please put the seat down when you're finished. mean, you've already touched it once, right? What's second time going to hurt?",0e3fdb89c7706b13891170ab2a9017c7,1,2,,2,,yes,3,-3
"Especially thankful for this cocktail after one of the longest days at work. Nothing went wrong, but time crept along in such way that looking at the clock was torture.",0e3fdb89c7706b13891170ab2a9017c7,1,2,,2,,no,3,-4
"Apparently, we have the same problem with gardening that we have with cats... We're starting more seeds!",0e3fdb89c7706b13891170ab2a9017c7,2,2,,NA,,yes,2,-2
"Hoping to get lots of writing done today - cleaned the house yesterday so wouldn't have any excuse not to write! If all else fails, at least the house is clean, guess.",0e3fdb89c7706b13891170ab2a9017c7,2,2,,NA,,yes,2,-3
"is making kale pie, with kale and watercress purchased this afternoon at the Maplewood Farmer's Market (at Schlafly Bottleworks).",0e3fdb89c7706b13891170ab2a9017c7,2,2,,NA,,no,1,-1
"Leave one word comment that you think best describes me. Only one word, no more. Then copy and paste this to your wall so can leave comment about you.....",0e3fdb89c7706b13891170ab2a9017c7,2,2,,NA,,no,2,-1
Somehow let myself go from revising my novel to reading about revising novels. think that's been going on for weeks now.,0e3fdb89c7706b13891170ab2a9017c7,2,2,,NA,,yes,1,-1
"spent the evening helping Eric clean the garage, because he spent an hour replacing the rotors on the Civic. Soon there will be space in the garage to park car!",0e3fdb89c7706b13891170ab2a9017c7,2,2,,NA,,yes,2,-1
"was expecting rain and instead sees more sunshine. Door open, birds singing - gotta love this time of year.",0e3fdb89c7706b13891170ab2a9017c7,2,2,,NA,,no,3,-1
Who wantes rhizomes from the nugget hops? They've been coming for about two weeks and they're halfway up the garage. Let me know and we'll make arrangements.,0e3fdb89c7706b13891170ab2a9017c7,2,2,,NA,,no,1,-1
How many people know that like hugs? (I don't usually show this side to people as am VARY self conscious about how others will interpret my actions,0d4a51e22f36151b2e435ce3fd4eb6f9,1,1,,2,mind-reading,yes,3,-1
"so unless completely failed my CSC final have B in PASS , D in math, D in Econ ... Which means completely passed my semester :) (hasn't happened in while)",0d4a51e22f36151b2e435ce3fd4eb6f9,2,2,,NA,,yes,2,-4
"saw funny people yesterday. It was crude, and they dropped an F-bomb every two words. My type of movie.",0c5d06511ef79fba34da417e8c751fff,1,2,,1,,no,2,-2
"And when some local kid gets down They try an' drum him outta town They say, /Ya coulda least faked it",0c5d06511ef79fba34da417e8c751fff,2,2,,NA,,yes,1,-2
Now you don't talk so loud Now you don't seem so proud About having to be scrounging for your next meal. How does it feel How does it feel To be without home Like complete unknown Like rolling stone ?,0c5d06511ef79fba34da417e8c751fff,2,2,,NA,,yes,3,-1
Has anyone else seen that commercial where the guy gets hit in the crotch with ferret? just did. LMAO!!!,0b12516100c16f779b152858619786ff,2,2,,NA,,yes,4,-1
"if you have bmi higher than , for the sake of those around you, please dont wear jeggings. thank you.",0b12516100c16f779b152858619786ff,2,2,,NA,,yes,3,-1
Wants to go decide on paint colors! Global went well... think... And health was one of the easiest things have ever done... guess it's just earth science to worry about.,0b12516100c16f779b152858619786ff,2,2,,NA,,no,2,-4
I got my new-old glasses. Though don't get why my mom is so angry about loosing the old ones since PAID for the new ones. >.>,090dd511c63a028cbd1ae9f297619354,1,2,,1,,yes,1,-4
Almost went the first three weeks of school without falling asleep in class. But the minute nap in Biology was totally worth breaking that lol.,090dd511c63a028cbd1ae9f297619354,2,2,,NA,,no,2,-1
About ten minutes ago when was unloading the car tried to pick up small bag of cat food with my left hand. As soon as started to lift the bag my wrist felt as if someone had just smashed it with baseball bat. haven't injured it as far as I'm aware and just put my full weight on the hand with out it hurting. Anyone know what might have happened?,088bf0ed841bcc366475b3975eb1b9d2,1,2,,3,,yes,1,-3
I have gas! and tiny amount of money ^_^ wow it takes very little to make me happy. apparently bowl problem and bit of cash...,088bf0ed841bcc366475b3975eb1b9d2,1,2,,2,,yes,3,-2
I just randomly started crying. not sad or depressed just very confused. if anything I'm just apathetic right now,088bf0ed841bcc366475b3975eb1b9d2,1,2,,4,,yes,1,-4
If implement rule in which inform person that they have three warnings. If they use up all three warnings will then punch them would you think less of me? (Warnings shall be used up by insulting me in some way),088bf0ed841bcc366475b3975eb1b9d2,1,2,,2,,yes,1,-3
mother refuses to buy caffinated beverages anymore T_T except coffee she's not THAT evil. what this means is currently I'm going through cafiene withdrawal,088bf0ed841bcc366475b3975eb1b9d2,1,2,,3,,yes,1,-3
why is it most of the girl's know have had some sort of sexual abuse? didn't think that was that common,088bf0ed841bcc366475b3975eb1b9d2,1,2,,2,,yes,1,-4
"Hey everyone you just lost the... OK this is just getting old, but I'm pretty sure you all lost any way.",088bf0ed841bcc366475b3975eb1b9d2,2,2,,NA,,yes,3,-1
I have determined that Coffee is magical. It tastes great hot or cold yet really crappy at room temperature!,088bf0ed841bcc366475b3975eb1b9d2,2,2,,NA,,no,3,-5
"is it wrong that when find out friend is in relationship my first thought is something along the lines of /I give them to months/""?""",088bf0ed841bcc366475b3975eb1b9d2,2,2,,NA,,yes,2,-2
twisting knee hurts it ya know... <- was posted on wall by me in group. Did it yesterday. Thought the groups wall was mine XD,088bf0ed841bcc366475b3975eb1b9d2,2,2,,NA,,no,2,-3
bad night last night and tonight is not looking much better why am i like clock turned so tight my mechanisms are all screwed up and out of wack,08074f06d6882e73b4db242b38be237a,1,2,,3,,yes,2,-2
listening to hardstyle and dubstep online fun stuff next figure out how to suffle lol that will be fun,08074f06d6882e73b4db242b38be237a,2,2,,NA,,yes,2,-1
recovering form yesterday the bite marks are almost gone :) but my neck is still little stiff though all and all fun times,08074f06d6882e73b4db242b38be237a,2,2,,NA,,yes,2,-1
"Come... Come down to Earth, precious gift from the Skies. Pour down salvation on all of us. Cleanse the world from this corruption that breeds hate in our lives. Oh, Goddess, is this your LOVELESS?",0724fe854bd455061ba84efecdeff469,1,2,,3,,yes,3,-4
Status: lazy. Subject refuses to do homework or any ripe of work. He is seriously going to throw everything out the window. Diagnosis: extreme laziness.,0724fe854bd455061ba84efecdeff469,1,2,,2,,yes,1,-2
"/I am the one. am the one who will straighten all that is wrong. am the one you will all hear about someday. ...Someday.../"" -E.A.W. inspired by Dragon Age Origins OST""",0724fe854bd455061ba84efecdeff469,2,2,,NA,,no,3,-2
"Goddess of Life, cover me with your silvery light! Help me overcome this challenge face today! Let me be victorious in my day! Guide me through the day!",0724fe854bd455061ba84efecdeff469,2,2,,NA,,no,2,-3
"You were long for quite some time, Eltiask. Where were you? /Lost in the vast endlessness of your mind. Of that I'm sure./""""",0724fe854bd455061ba84efecdeff469,2,2,,NA,,no,1,-1
It's been THREE WEEKS! Where are my god forsaken aquarium plants!? If any of them are dead will be SO PISSED OFF. - days my ASS.,07244b3fd4536a8eea069ab02057e220,1,1,,4,catastrophizing,yes,2,-3
"I've decided to apply to SMUniversity to study History instead of computer electronics. hope very much to be accepted, as it would be so much more rewarding career to pursue as opposed to being computer tech, for me personally that is.",07244b3fd4536a8eea069ab02057e220,2,2,,NA,,no,3,-1
"Hah... Yesterday was fun in Ann Arbor, but I'm pretty sure the rest of the week will suck... So if you need me, I'll be asleep or playing video games. :P",05a1a1b67e3d7a923f9d0ee5502757c0,1,1,,3,catastrophizing,yes,3,-2
"I cannot believe my eyes. How the world's filled with filth and lies. But it's plain to see, evil inside of me is on the rise...",05a1a1b67e3d7a923f9d0ee5502757c0,1,1,y,3,negative filter,yes,1,-4
"My mind is radio; can change the station. Sometimes listen to music, other times just listen to the voices...",05a1a1b67e3d7a923f9d0ee5502757c0,2,2,,NA,,yes,1,-1
"People make mistakes; that's not an excuse, it's fact... But nobody should make mistakes... And nobody should care if you do...",05a1a1b67e3d7a923f9d0ee5502757c0,2,2,,NA,,yes,1,-2
Crossing the bridge of salty wind madness and trekking mountains of ice and slushy snow is not an easy task... can't wait for the weekend already....,009d96a823b6f6c085c092fb177491f6,1,2,,2,,yes,1,-2
"Nemo sailing home Nemo letting go Oh, how wish For soothing rain All wish is to dream again My loving heart Lost in the dark For hope I'd give my everything My flower, withered between The pages and The once and forever bloom gone with my sins ~Nightwish",009d96a823b6f6c085c092fb177491f6,1,2,,1,,yes,4,-3
"The worst feeling in the world is when your in the middle of dream, dont have to wake up yet but someone decides to bang on your door and wake you anyway for something unnecessary >_< want my dream back you theif !",009d96a823b6f6c085c092fb177491f6,1,2,,3,,yes,1,-4
"?""Work like you don't need the money, love like your heart has never been broken, and dance like no one is watching?"" __ Aurora Greenway",009d96a823b6f6c085c092fb177491f6,2,2,,NA,,no,3,-3
Ah sense this long day ahead of me already... but got to be thankful for the good and bad. very Happy birthday to my BFFL Penny whos another year wiser today ILY,009d96a823b6f6c085c092fb177491f6,2,2,,NA,,no,3,-2
Cuddling with my furry child ... The one with four legs :) while create my own little sims world to get away from the real world till about : pm then have to get ready to hit the office and do some actual work,009d96a823b6f6c085c092fb177491f6,2,2,,NA,,yes,3,-1
"Finally FB Friends its Freaking Friday woo hoo and it is beautiful outside! School bound day already half way there, taking detour to harrisburg after class Sweeeet :D",009d96a823b6f6c085c092fb177491f6,2,2,,NA,,no,4,-1
Oo GaGa you're so crazy lmao ... so mother monster is working on perfume to smell like Blood and Semen YUK! pretty sure it will still sell out but YUK! // // // //lady-gaga-fragrance-blood-semen//,009d96a823b6f6c085c092fb177491f6,2,2,,NA,,yes,4,-2
oo my cousins are year older today very happy one to them both Margarita Vazquez & Richard Vazquez :),009d96a823b6f6c085c092fb177491f6,2,2,,NA,,yes,3,-1
So amazed @ how great the new year has started ... But it's already the rd really? feel like if blink it will be don't want this year to go by as quick as did but can already tell it's going to be heck of lot better.,009d96a823b6f6c085c092fb177491f6,2,2,,NA,,no,3,-1
